customer_id,name,email,city,signup_date
407,Brett Fernandez,michael98@example.net,Elizabethbury,2026-07-22
408,Melinda Arias,gpowers@example.org,Lake Roberttown,2024-08-09
409,David Moreno,nmendez@example.org,Ruthside,2024-11-18
410,Sally Marshall,sarah36@example.net,Desireestad,2026-06-05
411,Michael Andrews,jfloyd@example.com,Alejandrotown,2026-07-12
412,Maria Martin,iclark@example.com,Stevenmouth,2024-08-20
413,Dawn Mora,rwolfe@example.com,South Rhonda,2024-09-11
414,Charles Smith,paul91@example.com,New Amber,2024-12-28
415,Morgan Nielsen,kenneth32@example.net,Port Stephanie,2026-07-12
416,Meghan Macdonald,jillianmoore@example.net,Lake Curtis,2025-01-04
417,Patrick Jones,daniel23@example.com,Lake Evanville,2025-04-14
418,Henry Fisher,kurt54@example.net,Clementsfort,2026-04-11
419,Hannah Hall,vtorres@example.org,Joannastad,2026-06-14
420,Jaime Smith,qtaylor@example.org,Scottbury,2026-07-18
421,Kristen Rivera,dclark@example.net,Josephfurt,2025-11-21
422,Gary Gilmore,brownsusan@example.net,Dianestad,2025-09-26
423,Andrew Campbell,robertschristopher@example.com,Jimenezland,2026-04-04
424,Anna Good,gabriellegarcia@example.com,Vincentfurt,2026-01-08
425,Ricardo Martin,allenjoseph@example.com,Montgomerystad,2025-10-10
426,Kathleen Ward,watsonmegan@example.net,Dayland,2025-08-08
427,Madison Mendoza,brittany03@example.com,Johnport,2025-05-03
428,Alyssa Garcia,rcarter@example.net,Chadton,2026-01-27
429,Angel Leonard,thomascarter@example.org,South Samuel,2026-05-27
430,Caroline Griffith,brianjohnson@example.com,Brendafurt,2024-08-06
431,Kristin Hayes,brandi67@example.net,Anthonystad,2025-02-25
432,Sarah Krueger MD,plynch@example.com,New Michael,2026-07-06
433,Peter Malone PhD,austinrichard@example.org,Port Annview,2024-10-13
434,Nicole Parks,fortega@example.net,South Eileenside,2025-10-28
435,Heather Mcmahon,jonesmichael@example.net,Chadmouth,2025-11-01
436,Michael Lopez,shawn45@example.net,Mariefurt,2025-05-26
437,Steven Macdonald,alexis14@example.net,Katherineton,2025-11-29
438,Brian Lamb,ashleyortiz@example.org,North Kimberlymouth,2026-01-30
439,Anthony Flores,thomas49@example.com,Sharpmouth,2025-09-01
440,Heidi Castillo,hboyd@example.net,South Lisaborough,2024-09-01
441,Mark Greene,barry12@example.org,Donaldchester,2026-08-02
442,Charles Barnett,williamstimothy@example.net,West Randyshire,2025-07-25
443,Valerie Nguyen,travisbrown@example.org,Westmouth,2025-08-11
444,Erin Carlson,theresasmith@example.net,Reynoldsville,2025-08-18
445,Michael Scott,thurst@example.org,North Kimberly,2026-02-18
446,Anthony Dickson Jr.,orodriguez@example.org,South Larry,2024-08-14
447,Cory Williams,heatherthornton@example.com,East Veronica,2025-05-16
448,Angel Miller,joseph57@example.org,West Kimberly,2026-06-08
449,Sarah Suarez,kjohnson@example.net,Taylorhaven,2026-05-14
450,Tony Gonzales,reyesedgar@example.org,Gonzalezfurt,2026-01-30
451,Terri Jacobs,taylormichael@example.net,Hernandezfurt,2025-08-09
452,Barbara Goodman,mercedestucker@example.net,New Alicia,2024-10-04
453,Shawn Rodgers,wardroger@example.org,Simpsonside,2025-05-30
454,Mrs. Lisa Patel MD,andradejim@example.com,Port Carolton,2025-10-15
455,Jacob Howe,louis09@example.net,Lopezmouth,2026-04-28
456,Morgan Farmer,turnerhayley@example.org,Brownburgh,2025-02-03
457,Tina Watson,andersonronald@example.com,Carlborough,2024-08-13
458,Tonya Colon,gilbertwendy@example.net,Sparksshire,2025-01-31
459,Andrea Ross,josephsanchez@example.com,New Steven,2025-09-11
460,Kenneth Gonzales,hollysmith@example.com,Michelleborough,2025-01-21
461,Yvonne Williams,nathanramirez@example.net,Joelland,2025-03-20
462,Tina Fitzpatrick,aphillips@example.com,North Michael,2025-04-27
463,Matthew Moore,rose19@example.net,East Michael,2025-10-18
464,Melissa Underwood,danielsmichael@example.net,Michaelshire,2025-09-03
465,Ann Allen,cathyconway@example.com,Mckenziemouth,2025-07-12
466,Zachary Flores,nancy71@example.net,West Brian,2025-12-14
467,Kristen Gibson,moralesbrittany@example.org,Port Gabriela,2026-06-15
468,Toni Turner,burgessmike@example.com,North Julie,2024-08-18
469,Jennifer Barrera,heathwilliam@example.net,Briannahaven,2024-12-18
470,Melanie Butler,bryan49@example.com,South Kevin,2025-08-22
471,Barbara Walker,bobbytate@example.org,North Jennifer,2025-11-23
472,Larry Brooks,tim24@example.org,New Juliehaven,2025-07-03
473,Michael Tran,christopherpatterson@example.com,Larryview,2026-04-18
474,Carmen Smith,sandra04@example.net,Bowmanchester,2024-12-24
475,Michael Foster,michelle66@example.com,Freemanshire,2026-04-22
476,Megan Rios,jeannejohnson@example.net,Ramosstad,2025-10-23
477,Andrew Weber,david06@example.com,New Brandonmouth,2025-03-31
478,Anna Gray,allenwyatt@example.net,New Laurashire,2024-08-25
479,Catherine Winters,brittanyroy@example.com,West Nicolas,2025-04-03
480,Kristy Campbell,gutierrezbruce@example.org,Garnerhaven,2024-12-19
481,Kathleen Cummings,cpena@example.org,East Jayview,2026-07-08
482,Alexander Lawson,marilynmckenzie@example.net,West Sarah,2026-06-05
483,Natalie Wilson,ebeard@example.net,New Lauren,2025-02-26
484,Alexander Charles,alexanderwilkerson@example.com,East Michelle,2024-08-17
485,Michael Powell,david64@example.net,West Alicestad,2026-05-31
486,Lisa Campos,alexanderwarner@example.com,New Meganfort,2024-09-29
487,Willie Salazar,justinharper@example.org,Banksshire,2026-03-23
488,Mr. Alexander Banks,fmaynard@example.net,Samanthaborough,2025-01-07
489,Brandon Reynolds,gonzalezadam@example.net,Rollinsstad,2026-02-03
490,Katie Turner,medinadavid@example.com,Jacquelinefurt,2026-01-15
491,Rachael Cook,kristenroman@example.net,East Samanthaland,2025-10-10
492,Rachel King,hmccormick@example.net,Port Steven,2026-01-26
493,James Smith,dclark@example.org,New Jonathanview,2025-07-31
494,Kathy Jimenez,theresafisher@example.org,Valdezshire,2026-05-08
495,George Krause,william07@example.net,Michelleton,2025-01-08
496,Cody Wright,allenkristi@example.com,Jonathanhaven,2025-09-25
497,Erica Dorsey,tracy36@example.org,North Deborah,2026-06-23
498,Jennifer Cobb,derekpoole@example.org,Fostershire,2025-04-28
499,Karina Payne,michael01@example.org,Sharonfort,2025-02-05
500,Laura Zimmerman,brittany97@example.org,Lake Kayla,2025-05-14
